#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CAT	CD4	9606.ENSP00000241052	9606.ENSP00000011653	0	0	0	0	0	0	0	0.459	0.459
CAT	POTEF	9606.ENSP00000241052	9606.ENSP00000350052	0	0	0	0	0.062	0.089	0	0.354	0.400
CAT	IL17A	9606.ENSP00000241052	9606.ENSP00000344192	0	0	0	0	0	0	0	0.408	0.408
CAT	GUSB	9606.ENSP00000241052	9606.ENSP00000302728	0	0	0	0	0.062	0	0	0.428	0.440
CAT	STK11	9606.ENSP00000241052	9606.ENSP00000324856	0	0	0	0	0.066	0.138	0	0.365	0.444
CAT	PTS	9606.ENSP00000241052	9606.ENSP00000280362	0.157	0	0	0	0.062	0	0	0.401	0.484
CAT	SLC25A17	9606.ENSP00000241052	9606.ENSP00000390722	0	0	0	0	0.062	0	0	0.547	0.557
CAT	NOS1	9606.ENSP00000241052	9606.ENSP00000477999	0	0	0	0	0.049	0	0	0.598	0.602
CAT	UCP2	9606.ENSP00000241052	9606.ENSP00000312029	0	0	0	0	0.062	0	0	0.598	0.607
CAT	PEX19	9606.ENSP00000241052	9606.ENSP00000357051	0	0	0	0	0	0.240	0	0.604	0.686
CAT	IL1B	9606.ENSP00000241052	9606.ENSP00000263341	0	0	0	0	0	0	0	0.734	0.734
CAT	TALDO1	9606.ENSP00000241052	9606.ENSP00000321259	0	0	0	0	0.524	0.369	0	0.397	0.803
CAT	TXN	9606.ENSP00000241052	9606.ENSP00000363641	0	0	0	0	0.138	0.137	0	0.920	0.935
CBX7	SNUPN	9606.ENSP00000216133	9606.ENSP00000454852	0	0	0	0	0	0	0	0.426	0.426
CBX7	DNMT1	9606.ENSP00000216133	9606.ENSP00000352516	0	0	0	0	0	0	0	0.492	0.492
CBX7	RCOR1	9606.ENSP00000216133	9606.ENSP00000262241	0	0	0	0	0	0	0	0.555	0.555
CBX7	H3F3A	9606.ENSP00000216133	9606.ENSP00000355778	0	0	0	0	0	0.820	0	0.155	0.841
CBX7	H3F3B	9606.ENSP00000216133	9606.ENSP00000254810	0	0	0	0	0	0.867	0	0.155	0.883
CBY1	CEP164	9606.ENSP00000478962	9606.ENSP00000278935	0	0	0	0	0	0	0	0.638	0.638
CBY1	FOXJ1	9606.ENSP00000478962	9606.ENSP00000323880	0	0	0	0	0.063	0	0	0.395	0.409
CBY1	CEP290	9606.ENSP00000478962	9606.ENSP00000448012	0	0	0	0	0	0	0	0.579	0.579
CCDC171	KLHL9	9606.ENSP00000370077	9606.ENSP00000351933	0	0	0	0	0	0	0	0.470	0.470
CCDC171	ZNF423	9606.ENSP00000370077	9606.ENSP00000455426	0	0	0	0	0	0	0	0.523	0.523
CCDC24	ERI3	9606.ENSP00000361392	9606.ENSP00000361331	0	0	0	0	0	0	0	0.753	0.753
CCDC24	DMAP1	9606.ENSP00000361392	9606.ENSP00000361363	0	0	0	0	0	0	0	0.706	0.706
CCDC24	ST8SIA6	9606.ENSP00000361392	9606.ENSP00000366827	0	0	0	0	0	0	0	0.420	0.420
CCDC25	RNASEH2A	9606.ENSP00000348933	9606.ENSP00000221486	0	0	0	0	0.077	0	0	0.688	0.700
CCDC70	CEND1	9606.ENSP00000242819	9606.ENSP00000328336	0	0	0	0	0	0	0	0.462	0.462
CCDC70	XKR5	9606.ENSP00000242819	9606.ENSP00000483879	0	0	0	0	0	0	0	0.840	0.840
CCDC93	CHPT1	9606.ENSP00000365477	9606.ENSP00000229266	0	0	0	0	0	0	0	0.621	0.621
CCL26	DOCK2	9606.ENSP00000378365	9606.ENSP00000256935	0	0	0	0	0	0	0	0.441	0.441
CCL26	IL1B	9606.ENSP00000378365	9606.ENSP00000263341	0	0	0	0	0	0	0	0.504	0.504
CCL26	CCR2	9606.ENSP00000378365	9606.ENSP00000292301	0	0	0	0	0	0	0.600	0.550	0.812
CCL26	CCR5	9606.ENSP00000378365	9606.ENSP00000292303	0	0	0	0	0	0	0.600	0.335	0.722
CCL26	CXCL3	9606.ENSP00000378365	9606.ENSP00000296026	0	0	0	0	0	0	0	0.402	0.402
CCL26	CCR1	9606.ENSP00000378365	9606.ENSP00000296140	0	0	0	0	0	0.213	0.600	0.500	0.828
CCL26	XCR1	9606.ENSP00000378365	9606.ENSP00000310405	0	0	0	0	0	0	0.600	0.241	0.683
CCL26	IL17A	9606.ENSP00000378365	9606.ENSP00000344192	0	0	0	0	0	0	0	0.500	0.499
CCL26	CCR9	9606.ENSP00000378365	9606.ENSP00000350256	0	0	0	0	0	0	0.600	0.241	0.683
CCL26	CXCL9	9606.ENSP00000378365	9606.ENSP00000354901	0	0	0	0	0	0.285	0	0.545	0.660
CCL26	CXCR6	9606.ENSP00000378365	9606.ENSP00000395704	0	0	0	0	0	0	0.600	0.219	0.674
CCL26	CCR3	9606.ENSP00000378365	9606.ENSP00000441600	0	0	0	0	0	0.270	0.800	0.986	0.997
CCNB2	PSMD5	9606.ENSP00000288207	9606.ENSP00000210313	0	0	0	0	0	0	0	0.434	0.434
CCNB2	CENPM	9606.ENSP00000288207	9606.ENSP00000215980	0	0	0	0	0.796	0	0	0.305	0.852
CCNB2	RNASEH2A	9606.ENSP00000288207	9606.ENSP00000221486	0	0	0	0	0.756	0	0	0.090	0.769
CCNB2	DLGAP5	9606.ENSP00000288207	9606.ENSP00000247191	0	0	0	0	0.976	0	0	0.493	0.987
CCNB2	CCNH	9606.ENSP00000288207	9606.ENSP00000256897	0	0	0	0	0.065	0.108	0.540	0.580	0.817
CCNB2	TOPBP1	9606.ENSP00000288207	9606.ENSP00000260810	0	0	0	0	0.197	0.184	0	0.205	0.433
CCNB2	CENPE	9606.ENSP00000288207	9606.ENSP00000265148	0	0	0	0	0.871	0.139	0	0.580	0.949
CCNB2	SRF	9606.ENSP00000288207	9606.ENSP00000265354	0	0	0	0	0	0.062	0	0.396	0.409
CCNB2	POTEF	9606.ENSP00000288207	9606.ENSP00000350052	0	0	0	0	0.062	0.109	0	0.343	0.403
CCNB2	KIF25	9606.ENSP00000288207	9606.ENSP00000388878	0	0	0	0	0.145	0.140	0	0.367	0.493
CCNB2	WDHD1	9606.ENSP00000288207	9606.ENSP00000353793	0	0	0	0	0.590	0.068	0	0.062	0.610
CCNB2	CDKN2D	9606.ENSP00000288207	9606.ENSP00000377224	0	0	0	0	0.062	0.129	0.360	0.350	0.615
CCNB2	DUT	9606.ENSP00000288207	9606.ENSP00000370376	0	0	0	0	0.694	0	0	0.086	0.708
CCNB2	WEE1	9606.ENSP00000288207	9606.ENSP00000402084	0	0	0	0	0.242	0.216	0	0.638	0.766
CCNB2	ESCO2	9606.ENSP00000288207	9606.ENSP00000306999	0	0	0	0	0.692	0.141	0	0.275	0.791
CCNB2	RFC4	9606.ENSP00000288207	9606.ENSP00000376272	0	0	0	0	0.777	0.078	0	0.471	0.881
CCNB2	CDC45	9606.ENSP00000288207	9606.ENSP00000405726	0	0	0	0	0.865	0.102	0	0.601	0.947
CCNH	SUPT16H	9606.ENSP00000256897	9606.ENSP00000216297	0	0	0	0	0.062	0	0.600	0.238	0.689
CCNH	RPA1	9606.ENSP00000256897	9606.ENSP00000254719	0	0	0	0	0.075	0.073	0.600	0.081	0.642
CCNH	RPL5	9606.ENSP00000256897	9606.ENSP00000359345	0	0	0	0	0.065	0	0	0.433	0.448
CCNH	MED13	9606.ENSP00000256897	9606.ENSP00000380888	0	0	0	0	0.076	0.247	0	0.399	0.545
CCNH	WEE1	9606.ENSP00000256897	9606.ENSP00000402084	0	0	0	0	0.062	0	0	0.576	0.585
CCNH	UBA52	9606.ENSP00000256897	9606.ENSP00000388107	0	0	0	0	0	0	0.600	0	0.600
CCNH	CDKN2D	9606.ENSP00000256897	9606.ENSP00000377224	0	0	0	0	0	0.056	0.360	0.403	0.608
CCNH	TAF1D	9606.ENSP00000256897	9606.ENSP00000410409	0	0	0	0	0.063	0	0.600	0	0.609
CCNH	TCEB2	9606.ENSP00000256897	9606.ENSP00000262306	0	0	0	0	0.059	0	0.600	0.049	0.610
CCNH	TAF2	9606.ENSP00000256897	9606.ENSP00000367406	0	0	0	0	0.075	0	0.600	0.048	0.617
CCNH	UBTF	9606.ENSP00000256897	9606.ENSP00000302640	0	0	0	0	0.061	0.058	0.600	0.167	0.666
CCR1	CD4	9606.ENSP00000296140	9606.ENSP00000011653	0	0	0	0	0.231	0.059	0	0.794	0.838
CCR1	PF4V1	9606.ENSP00000296140	9606.ENSP00000226524	0	0	0	0	0.086	0	0.600	0.296	0.720
CCR1	TREM1	9606.ENSP00000296140	9606.ENSP00000244709	0	0	0	0	0.337	0	0	0.260	0.488
CCR1	CD68	9606.ENSP00000296140	9606.ENSP00000250092	0	0	0	0	0.280	0	0	0.467	0.600
CCR1	DOCK2	9606.ENSP00000296140	9606.ENSP00000256935	0	0	0	0	0.309	0	0	0.270	0.474
CCR1	IL1B	9606.ENSP00000296140	9606.ENSP00000263341	0	0	0	0	0.216	0	0	0.625	0.694
CCR1	CCR2	9606.ENSP00000296140	9606.ENSP00000292301	0	0	0	0.946	0.334	0	0.300	0.870	0.536
CCR1	CCR5	9606.ENSP00000296140	9606.ENSP00000292303	0	0	0	0.956	0.335	0	0.800	0.918	0.866
CCR1	CXCL3	9606.ENSP00000296140	9606.ENSP00000296026	0	0	0	0	0.086	0	0.600	0.482	0.794
CCR1	CD1D	9606.ENSP00000296140	9606.ENSP00000357153	0	0	0	0	0.181	0	0	0.310	0.410
CCR1	CD40LG	9606.ENSP00000296140	9606.ENSP00000359663	0	0	0	0	0.091	0	0	0.392	0.423
CCR1	CTLA4	9606.ENSP00000296140	9606.ENSP00000303939	0	0	0	0	0.098	0	0	0.392	0.428
CCR1	CD28	9606.ENSP00000296140	9606.ENSP00000324890	0	0	0	0	0.104	0	0	0.391	0.431
CCR1	CSF1	9606.ENSP00000296140	9606.ENSP00000327513	0	0	0	0	0.083	0	0	0.440	0.465
CCR1	FYB	9606.ENSP00000296140	9606.ENSP00000427114	0	0	0	0	0.426	0	0	0.111	0.468
CCR1	IL17A	9606.ENSP00000296140	9606.ENSP00000344192	0	0	0	0	0.049	0	0	0.517	0.521
CCR1	CCR3	9606.ENSP00000296140	9606.ENSP00000441600	0	0	0	0.965	0.159	0	0.800	0.904	0.830
CCR1	CXCL9	9606.ENSP00000296140	9606.ENSP00000354901	0	0	0	0	0.143	0	0.600	0.637	0.865
CCR2	CD4	9606.ENSP00000292301	9606.ENSP00000011653	0	0	0	0	0.173	0.062	0	0.918	0.931
CCR2	PF4V1	9606.ENSP00000292301	9606.ENSP00000226524	0	0	0	0	0.080	0	0.600	0.215	0.686
CCR2	TREM1	9606.ENSP00000292301	9606.ENSP00000244709	0	0	0	0	0.213	0	0	0.330	0.450
CCR2	CD68	9606.ENSP00000292301	9606.ENSP00000250092	0	0	0	0	0.139	0	0	0.681	0.713
CCR2	IL1B	9606.ENSP00000292301	9606.ENSP00000263341	0	0	0	0	0.088	0	0	0.745	0.757
CCR2	CD83	9606.ENSP00000292301	9606.ENSP00000368450	0	0	0	0	0.062	0	0	0.404	0.417
CCR2	FYB	9606.ENSP00000292301	9606.ENSP00000427114	0	0	0	0	0.402	0	0	0.066	0.418
CCR2	IL6R	9606.ENSP00000292301	9606.ENSP00000357470	0	0	0	0	0.096	0	0	0.400	0.434
CCR2	CD40LG	9606.ENSP00000292301	9606.ENSP00000359663	0	0	0	0	0.122	0	0	0.470	0.515
CCR2	CD1D	9606.ENSP00000292301	9606.ENSP00000357153	0	0	0	0	0.261	0	0	0.407	0.543
CCR2	CD28	9606.ENSP00000292301	9606.ENSP00000324890	0	0	0	0	0.132	0	0	0.497	0.545
CCR2	CTLA4	9606.ENSP00000292301	9606.ENSP00000303939	0	0	0	0	0.139	0	0	0.569	0.613
CCR2	IL17A	9606.ENSP00000292301	9606.ENSP00000344192	0	0	0	0	0.049	0	0	0.640	0.643
CCR2	CSF1	9606.ENSP00000292301	9606.ENSP00000327513	0	0	0	0	0.051	0	0	0.669	0.672
CCR2	CXCL3	9606.ENSP00000292301	9606.ENSP00000296026	0	0	0	0	0	0	0.600	0.460	0.774
CCR2	CCR5	9606.ENSP00000292301	9606.ENSP00000292303	0	0	0	0.968	0.328	0.213	0.600	0.988	0.777
CCR2	CXCL9	9606.ENSP00000292301	9606.ENSP00000354901	0	0	0	0	0.108	0	0.600	0.674	0.873
CCR3	CD4	9606.ENSP00000441600	9606.ENSP00000011653	0	0	0	0	0.064	0.059	0	0.798	0.806
CCR3	PF4V1	9606.ENSP00000441600	9606.ENSP00000226524	0	0	0	0	0.085	0	0.600	0.272	0.710
CCR3	CD68	9606.ENSP00000441600	9606.ENSP00000250092	0	0	0	0	0.126	0	0	0.366	0.422
CCR3	IL1B	9606.ENSP00000441600	9606.ENSP00000263341	0	0	0	0	0.082	0	0	0.519	0.539
CCR3	NARS2	9606.ENSP00000441600	9606.ENSP00000281038	0	0	0	0	0	0	0	0.700	0.700
CCR3	CCR5	9606.ENSP00000441600	9606.ENSP00000292303	0	0	0	0.945	0.077	0	0.900	0.870	0.908
CCR3	CXCL3	9606.ENSP00000441600	9606.ENSP00000296026	0	0	0	0	0.053	0	0.600	0.408	0.756
CCR3	CTLA4	9606.ENSP00000441600	9606.ENSP00000303939	0	0	0	0	0.066	0	0	0.454	0.468
CCR3	CD28	9606.ENSP00000441600	9606.ENSP00000324890	0	0	0	0	0.098	0	0	0.395	0.431
CCR3	IL17A	9606.ENSP00000441600	9606.ENSP00000344192	0	0	0	0	0.049	0	0	0.525	0.529
CCR3	CXCL9	9606.ENSP00000441600	9606.ENSP00000354901	0	0	0	0	0.062	0.270	0.600	0.677	0.899
CCR3	CD40LG	9606.ENSP00000441600	9606.ENSP00000359663	0	0	0	0	0.086	0	0	0.391	0.419
CCR5	CD4	9606.ENSP00000292303	9606.ENSP00000011653	0	0	0	0	0.323	0.974	0	0.995	0.999
CCR5	PF4V1	9606.ENSP00000292303	9606.ENSP00000226524	0	0	0	0	0.075	0	0.600	0.239	0.694
CCR5	TREM1	9606.ENSP00000292303	9606.ENSP00000244709	0	0	0	0	0.296	0	0	0.217	0.425
CCR5	CD68	9606.ENSP00000292303	9606.ENSP00000250092	0	0	0	0	0.177	0	0	0.563	0.625
CCR5	IL1B	9606.ENSP00000292303	9606.ENSP00000263341	0	0	0	0	0.162	0	0	0.665	0.707
CCR5	ICOS	9606.ENSP00000292303	9606.ENSP00000319476	0	0	0	0	0.193	0	0	0.297	0.409
CCR5	TAGAP	9606.ENSP00000292303	9606.ENSP00000356033	0	0	0	0	0.347	0	0	0.134	0.410
CCR5	FYB	9606.ENSP00000292303	9606.ENSP00000427114	0	0	0	0	0.376	0	0	0.159	0.453
CCR5	TXN	9606.ENSP00000292303	9606.ENSP00000363641	0	0	0	0	0	0	0	0.454	0.454
CCR5	PSIP1	9606.ENSP00000292303	9606.ENSP00000370109	0	0	0	0	0	0	0	0.465	0.465
CCR5	CD1B	9606.ENSP00000292303	9606.ENSP00000357150	0	0	0	0	0.070	0	0	0.467	0.483
CCR5	CSF1	9606.ENSP00000292303	9606.ENSP00000327513	0	0	0	0	0.051	0	0	0.495	0.501
CCR5	CD1D	9606.ENSP00000292303	9606.ENSP00000357153	0	0	0	0	0.110	0	0	0.517	0.551
CCR5	CD83	9606.ENSP00000292303	9606.ENSP00000368450	0	0	0	0	0.097	0	0	0.556	0.582
CCR5	CD40LG	9606.ENSP00000292303	9606.ENSP00000359663	0	0	0	0	0.143	0	0	0.564	0.610
CCR5	IL17A	9606.ENSP00000292303	9606.ENSP00000344192	0	0	0	0	0.049	0	0	0.658	0.661
CCR5	CD28	9606.ENSP00000292303	9606.ENSP00000324890	0	0	0	0	0.091	0	0	0.727	0.742
CCR5	CTLA4	9606.ENSP00000292303	9606.ENSP00000303939	0	0	0	0	0.127	0	0	0.722	0.747
CCR5	CXCL3	9606.ENSP00000292303	9606.ENSP00000296026	0	0	0	0	0	0	0.600	0.429	0.761
CCR5	CXCL9	9606.ENSP00000292303	9606.ENSP00000354901	0	0	0	0	0.336	0	0.600	0.753	0.928
CCR9	CD4	9606.ENSP00000350256	9606.ENSP00000011653	0	0	0	0	0	0.056	0	0.696	0.700
CCR9	PF4V1	9606.ENSP00000350256	9606.ENSP00000226524	0	0	0	0	0	0	0.600	0.044	0.601
CCR9	CXCL3	9606.ENSP00000350256	9606.ENSP00000296026	0	0	0	0	0	0	0.600	0.220	0.674
CCR9	CTLA4	9606.ENSP00000350256	9606.ENSP00000303939	0	0	0	0	0.083	0	0	0.518	0.539
CCR9	CD28	9606.ENSP00000350256	9606.ENSP00000324890	0	0	0	0	0.134	0	0	0.459	0.511
CCR9	IL17A	9606.ENSP00000350256	9606.ENSP00000344192	0	0	0	0	0.062	0	0	0.558	0.567
CCR9	CD40LG	9606.ENSP00000350256	9606.ENSP00000359663	0	0	0	0	0.082	0	0	0.391	0.417
CCR9	CXCL9	9606.ENSP00000350256	9606.ENSP00000354901	0	0	0	0	0	0	0.600	0.462	0.775
CCRL2	CD4	9606.ENSP00000349967	9606.ENSP00000011653	0	0	0	0	0.119	0.056	0	0.803	0.821
CCRL2	CD68	9606.ENSP00000349967	9606.ENSP00000250092	0	0	0	0	0.167	0	0	0.325	0.413
CCRL2	IL1B	9606.ENSP00000349967	9606.ENSP00000263341	0	0	0	0	0.269	0	0	0.634	0.721
CCRL2	CXCL3	9606.ENSP00000349967	9606.ENSP00000296026	0	0	0	0	0.136	0	0	0.404	0.463
CCRL2	CTLA4	9606.ENSP00000349967	9606.ENSP00000303939	0	0	0	0	0.065	0	0	0.681	0.688
CCRL2	ICOS	9606.ENSP00000349967	9606.ENSP00000319476	0	0	0	0	0.086	0	0	0.404	0.431
CCRL2	CD28	9606.ENSP00000349967	9606.ENSP00000324890	0	0	0	0	0	0	0	0.612	0.612
CCRL2	IL17A	9606.ENSP00000349967	9606.ENSP00000344192	0	0	0	0	0	0	0	0.806	0.806
CCRL2	FGFR1OP	9606.ENSP00000349967	9606.ENSP00000355812	0	0	0	0	0	0	0	0.417	0.416
CCRL2	IL6R	9606.ENSP00000349967	9606.ENSP00000357470	0	0	0	0	0.076	0	0	0.420	0.441
CCRL2	CD1B	9606.ENSP00000349967	9606.ENSP00000357150	0	0	0	0	0.065	0	0	0.459	0.472
CCRL2	CD83	9606.ENSP00000349967	9606.ENSP00000368450	0	0	0	0	0.107	0	0	0.457	0.494
CCRL2	NCR2	9606.ENSP00000349967	9606.ENSP00000362181	0	0	0	0	0	0	0	0.506	0.506
CCRL2	CD40LG	9606.ENSP00000349967	9606.ENSP00000359663	0	0	0	0	0.069	0	0	0.522	0.535
CCRL2	CD1D	9606.ENSP00000349967	9606.ENSP00000357153	0	0	0	0	0.076	0	0	0.528	0.545
CCRL2	CXCL9	9606.ENSP00000349967	9606.ENSP00000354901	0	0	0	0	0.138	0	0	0.604	0.644
CD1B	CD4	9606.ENSP00000357150	9606.ENSP00000011653	0	0	0	0	0.076	0	0	0.818	0.825
CD1B	CD68	9606.ENSP00000357150	9606.ENSP00000250092	0	0	0	0	0.069	0	0	0.856	0.860
CD1B	IL1B	9606.ENSP00000357150	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.505	0.515
CD1B	CTLA4	9606.ENSP00000357150	9606.ENSP00000303939	0	0	0	0	0.076	0	0	0.467	0.486
CD1B	CD28	9606.ENSP00000357150	9606.ENSP00000324890	0	0	0	0	0.098	0	0	0.437	0.471
CD1B	IL17A	9606.ENSP00000357150	9606.ENSP00000344192	0	0	0	0	0	0	0	0.523	0.523
CD1B	CD40LG	9606.ENSP00000357150	9606.ENSP00000359663	0	0	0	0	0	0	0	0.547	0.547
CD1B	CD1D	9606.ENSP00000357150	9606.ENSP00000357153	0	0	0	0.940	0.133	0	0.600	0.725	0.653
CD1B	CD83	9606.ENSP00000357150	9606.ENSP00000368450	0	0	0	0	0	0	0	0.872	0.872
CD1D	CD4	9606.ENSP00000357153	9606.ENSP00000011653	0	0	0	0	0.113	0	0	0.929	0.935
CD1D	CD68	9606.ENSP00000357153	9606.ENSP00000250092	0	0	0	0	0.076	0	0	0.814	0.820
CD1D	IL1B	9606.ENSP00000357153	9606.ENSP00000263341	0	0	0	0	0.096	0	0	0.561	0.587
CD1D	CTLA4	9606.ENSP00000357153	9606.ENSP00000303939	0	0	0	0	0.076	0	0	0.615	0.629
CD1D	CD28	9606.ENSP00000357153	9606.ENSP00000324890	0	0	0	0	0.066	0	0	0.614	0.624
CD1D	IL17A	9606.ENSP00000357153	9606.ENSP00000344192	0	0	0	0	0	0	0	0.729	0.729
CD1D	CXCR6	9606.ENSP00000357153	9606.ENSP00000395704	0	0	0	0	0.062	0	0	0.457	0.469
CD1D	CD40LG	9606.ENSP00000357153	9606.ENSP00000359663	0	0	0	0	0.065	0	0	0.661	0.670
CD1D	CD83	9606.ENSP00000357153	9606.ENSP00000368450	0	0	0	0	0	0	0	0.858	0.858
CD28	CD4	9606.ENSP00000324890	9606.ENSP00000011653	0	0	0	0	0.169	0.213	0.900	0.948	0.996
CD28	PRKCQ	9606.ENSP00000324890	9606.ENSP00000263125	0	0	0	0	0.061	0.270	0.900	0.949	0.996
CD28	IL1B	9606.ENSP00000324890	9606.ENSP00000263341	0	0	0	0	0	0	0	0.686	0.686
CD28	REL	9606.ENSP00000324890	9606.ENSP00000295025	0	0	0	0	0.062	0	0	0.712	0.718
CD28	JAM3	9606.ENSP00000324890	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.042	0.900
CD28	CTLA4	9606.ENSP00000324890	9606.ENSP00000303939	0	0	0	0.689	0.127	0	0.900	0.983	0.936
CD28	ICOS	9606.ENSP00000324890	9606.ENSP00000319476	0	0	0	0.633	0.250	0	0	0.630	0.419
CD28	CSF1	9606.ENSP00000324890	9606.ENSP00000327513	0	0	0	0	0	0	0	0.403	0.403
CD28	PDE4A	9606.ENSP00000324890	9606.ENSP00000370078	0	0	0	0	0	0	0	0.404	0.404
CD28	IL6R	9606.ENSP00000324890	9606.ENSP00000357470	0	0	0	0	0.065	0	0	0.409	0.424
CD28	HSH2D	9606.ENSP00000324890	9606.ENSP00000482604	0	0	0	0	0.076	0	0	0.416	0.437
CD28	FYB	9606.ENSP00000324890	9606.ENSP00000427114	0	0	0	0	0.148	0	0	0.398	0.465
CD28	CXCL9	9606.ENSP00000324890	9606.ENSP00000354901	0	0	0	0	0	0	0	0.468	0.468
CD28	CD83	9606.ENSP00000324890	9606.ENSP00000368450	0	0	0	0	0.062	0	0	0.574	0.584
CD28	IL17A	9606.ENSP00000324890	9606.ENSP00000344192	0	0	0	0	0	0	0	0.847	0.847
CD28	CD40LG	9606.ENSP00000324890	9606.ENSP00000359663	0	0	0	0	0.129	0	0	0.889	0.899
CD28	PIK3R1	9606.ENSP00000324890	9606.ENSP00000428056	0	0	0	0	0	0.918	0.900	0.279	0.993
CD300LG	TREM1	9606.ENSP00000321005	9606.ENSP00000244709	0	0	0	0	0	0	0.500	0.093	0.527
CD300LG	FAM171A2	9606.ENSP00000321005	9606.ENSP00000293443	0	0	0	0	0	0	0	0.522	0.522
CD300LG	NCR2	9606.ENSP00000321005	9606.ENSP00000362181	0	0	0	0	0	0	0.500	0.085	0.522
CD4	CFTR	9606.ENSP00000011653	9606.ENSP00000003084	0	0	0	0	0	0	0.500	0.339	0.655
CD4	PTPN2	9606.ENSP00000011653	9606.ENSP00000311857	0	0	0	0	0.065	0	0	0.391	0.406
CD4	IL32	9606.ENSP00000011653	9606.ENSP00000432218	0	0	0	0	0.069	0	0	0.401	0.418
CD4	PIK3R1	9606.ENSP00000011653	9606.ENSP00000428056	0	0	0	0	0	0.213	0	0.295	0.421
CD4	PSIP1	9606.ENSP00000011653	9606.ENSP00000370109	0	0	0	0	0	0	0	0.425	0.424
CD4	REM1	9606.ENSP00000011653	9606.ENSP00000201979	0	0	0	0	0.065	0	0	0.409	0.424
CD4	WWP2	9606.ENSP00000011653	9606.ENSP00000352069	0	0	0	0	0	0	0	0.447	0.447
CD4	KLK3	9606.ENSP00000011653	9606.ENSP00000314151	0	0	0	0	0	0	0	0.459	0.459
CD4	TREM1	9606.ENSP00000011653	9606.ENSP00000244709	0	0	0	0	0.195	0	0	0.363	0.465
CD4	DNMT1	9606.ENSP00000011653	9606.ENSP00000352516	0	0	0	0	0	0	0	0.470	0.470
CD4	INSM2	9606.ENSP00000011653	9606.ENSP00000306523	0	0	0	0	0	0	0	0.471	0.471
CD4	POTEF	9606.ENSP00000011653	9606.ENSP00000350052	0	0	0	0	0	0	0	0.482	0.482
CD4	LTF	9606.ENSP00000011653	9606.ENSP00000231751	0	0	0	0	0.095	0	0	0.467	0.498
CD4	TCHH	9606.ENSP00000011653	9606.ENSP00000480484	0	0	0	0	0	0	0	0.505	0.505
CD4	CHPT1	9606.ENSP00000011653	9606.ENSP00000229266	0	0	0	0	0	0	0	0.542	0.542
CD4	DOCK2	9606.ENSP00000011653	9606.ENSP00000256935	0	0	0	0	0.214	0	0	0.453	0.552
CD4	NCR2	9606.ENSP00000011653	9606.ENSP00000362181	0	0	0	0	0.065	0	0	0.564	0.574
CD4	REL	9606.ENSP00000011653	9606.ENSP00000295025	0	0	0	0	0	0	0	0.588	0.588
CD4	DDX58	9606.ENSP00000011653	9606.ENSP00000369213	0	0	0	0	0.049	0	0	0.602	0.605
CD4	IL6R	9606.ENSP00000011653	9606.ENSP00000357470	0	0	0	0	0.098	0	0	0.603	0.627
CD4	CXCL3	9606.ENSP00000011653	9606.ENSP00000296026	0	0	0	0	0	0	0	0.635	0.635
CD4	XCR1	9606.ENSP00000011653	9606.ENSP00000310405	0	0	0	0	0.175	0.056	0	0.586	0.649
CD4	HLA-DOB	9606.ENSP00000011653	9606.ENSP00000390020	0	0	0	0	0.107	0	0.600	0.252	0.710
CD4	CSF1	9606.ENSP00000011653	9606.ENSP00000327513	0	0	0	0	0	0	0	0.719	0.719
CD4	CXCR6	9606.ENSP00000011653	9606.ENSP00000395704	0	0	0	0	0.109	0	0	0.743	0.761
CD4	CD83	9606.ENSP00000011653	9606.ENSP00000368450	0	0	0	0	0.078	0	0	0.765	0.774
CD4	CXCL9	9606.ENSP00000011653	9606.ENSP00000354901	0	0	0	0	0.137	0	0	0.775	0.798
CD4	HLA-DPA1	9606.ENSP00000011653	9606.ENSP00000393566	0	0	0	0	0.194	0.213	0.600	0.411	0.830
CD4	CD68	9606.ENSP00000011653	9606.ENSP00000250092	0	0	0	0	0.128	0	0	0.823	0.839
CD4	ICOS	9606.ENSP00000011653	9606.ENSP00000319476	0	0	0	0	0.549	0	0	0.682	0.850
CD4	IL1B	9606.ENSP00000011653	9606.ENSP00000263341	0	0	0	0	0.099	0	0	0.868	0.876
CD4	COPA	9606.ENSP00000011653	9606.ENSP00000357048	0	0	0	0	0	0	0.900	0.049	0.900
CD4	CD40LG	9606.ENSP00000011653	9606.ENSP00000359663	0	0	0	0	0.277	0.056	0	0.873	0.906
CD4	SHC1	9606.ENSP00000011653	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0.294	0.926
CD4	CTLA4	9606.ENSP00000011653	9606.ENSP00000303939	0	0	0	0	0.132	0	0	0.920	0.927
CD4	IL17A	9606.ENSP00000011653	9606.ENSP00000344192	0	0	0	0	0	0	0	0.946	0.946
CD4	FYB	9606.ENSP00000011653	9606.ENSP00000427114	0	0	0	0	0.345	0	0.900	0.325	0.951
CD4	PRKCQ	9606.ENSP00000011653	9606.ENSP00000263125	0	0	0	0	0.065	0	0.900	0.536	0.952
CD40LG	CD68	9606.ENSP00000359663	9606.ENSP00000250092	0	0	0	0	0	0	0	0.422	0.422
